8268.570000;6006.222926
8678.090000;8480.419868
23133.920000;5432.056976
35048.490000;9125.071382
8378.990000;10685.837208
9600.000000;8960.313572
3560.430000;9181.530845
11253.160000;9148.781689
5435.480000;6833.315016
548.740000;1929.698253
89.680000;2768.010814
1868.010000;4824.722306
8630.330000;9585.232813
5258.810000;9329.513370
4408.690000;8733.160251
4267.400000;5621.992456
4447.810000;7989.732158
4389.120000;3790.184270
1915.450000;3756.918078
5136.710000;6439.059567
2414.590000;6213.159604
8406.800000;8696.671211
11976.720000;11104.831881
31142.940000;9082.523278
6889.470000;8825.056271
29505.510000;10518.472218
5338.790000;9281.923431
6540.870000;6333.091694
7335.400000;10054.787495
436.870000;1568.088380
5215.220000;8058.366401
9537.480000;8796.300646
539.660000;11657.840353
626.940000;3082.913899
3223.000000;8018.053209
4718.460000;9249.336882
26596.610000;13840.110739
8553.000000;11465.682580
3946.800000;6760.237942
9469.490000;8155.809222
5114.460000;11414.119957
5529.390000;9774.818001
141.880000;1468.639600
8027.000000;11286.501246
10430.050000;9624.606295
6957.820000;9185.358360
647.010000;3122.972590
9984.550000;8176.243135
21006.980000;16256.038995
9572.890000;11072.050052
300.000000;2797.808708
1595.720000;-95.060363
780.000000;2852.569905
6835.540000;7421.982062
4025.870000;8013.334562
1220.090000;8339.987509
3643.340000;7099.182264
13324.050000;8715.617617
10341.660000;9309.191570
21556.500000;6923.757236
5657.790000;6477.173763
12352.620000;10285.715287
16896.680000;10316.925108
6472.000000;7044.872011
5153.060000;8999.895543
5606.880000;6966.880186
9493.450000;8855.636307
11733.910000;7904.999973
6948.450000;9976.349811
3679.160000;8818.992979
20459.540000;8903.459862
7839.760000;7826.930753
7384.330000;4508.109232
4267.350000;105.129194
28598.440000;13797.604077
3300.000000;12735.001891
9722.060000;11770.849733
3012.700000;6371.724133
10038.180000;8043.865020
6027.140000;6692.550640
9449.290000;7322.425477
10397.420000;9886.778814
3837.260000;7619.727466
3385.000000;8615.157748
5418.710000;8756.315520
6111.330000;7963.457618
5958.400000;2324.238088
2280.000000;6154.547122
584.530000;574.766791
1100.000000;14127.293950
15250.320000;9090.679175
3200.000000;4497.512874
2942.000000;3978.042336
3796.860000;6401.668922
4571.930000;6076.109610
13221.160000;11060.022022
4740.160000;15092.121914
10049.950000;4867.734606
9754.360000;9873.695002
10410.110000;8897.334824
14221.140000;7880.623736
340.520000;-367.459160
11365.400000;7708.974747
2606.580000;9296.859764
3725.630000;9080.020241
3211.690000;9596.945942
5034.390000;9010.797740
4521.550000;6447.447127
10717.040000;7915.813961
11238.560000;10060.444088
8390.310000;6542.899773
7356.350000;12388.037820
2328.400000;2426.646102
5541.620000;7330.983528
2582.290000;5740.784402
4295.810000;7622.409211
37216.220000;1881.814368
6003.800000;8257.033943
5838.960000;5745.741825
16311.490000;10469.068508
4011.480000;6834.431635
9002.540000;7913.731988
10338.770000;8983.279709
25102.630000;14581.224122
4905.580000;6508.807085
39458.770000;10388.200344
4373.330000;7373.883337
8000.000000;14982.475784
9787.400000;12309.257180
4214.750000;7742.276181
1729.240000;3646.743492
3865.830000;9047.694251
7233.690000;8695.565038
5400.000000;5924.472423
3600.000000;7520.112625
2045.680000;6537.422177
3495.710000;11141.337328
2070.780000;7567.544424
3806.190000;7136.719794
5736.030000;7863.771497
5662.960000;6744.668722
55.030000;5954.035992
3537.040000;14598.733042
260.660000;647.584008
7044.540000;10420.385206
1837.760000;6221.164037
3475.440000;15149.500851
3267.370000;5816.490210
3991.240000;7893.521953
874.650000;8741.941985
6267.320000;5776.413294
6824.920000;7377.142027
9877.150000;9055.085591
1886.920000;1432.493060
12810.380000;10191.089346
3027.770000;5645.371098
6931.390000;6782.547409
8700.000000;6782.259188
8696.050000;5744.233199
8484.410000;8770.031598
5149.990000;6330.099655
5734.070000;9392.969148
5999.620000;7342.941299
9830.000000;5803.502926
8121.250000;4623.937961
14207.780000;7656.397651
3830.290000;9148.285263
8398.890000;8732.370843
