8268.570000;8293.417761
8678.090000;9589.361529
23133.920000;5500.817337
35048.490000;9011.807158
8378.990000;9496.578672
9600.000000;9350.846223
3560.430000;7557.837146
11253.160000;8431.408181
5435.480000;7485.429013
548.740000;6719.246228
89.680000;3340.983144
1868.010000;9877.486577
8630.330000;6763.755946
5258.810000;8550.969852
4408.690000;7155.226360
4267.400000;6746.595651
4447.810000;8237.493096
4389.120000;6264.793446
1915.450000;8634.107404
5136.710000;8479.308507
2414.590000;6701.241481
8406.800000;8646.021520
11976.720000;7441.607788
31142.940000;8145.330614
6889.470000;5936.932705
29505.510000;6936.853688
5338.790000;6522.380426
6540.870000;8300.344630
7335.400000;7755.167881
436.870000;3931.930131
5215.220000;7830.685327
9537.480000;8777.505147
539.660000;8005.944763
626.940000;5928.978395
3223.000000;9260.352996
4718.460000;7357.871119
26596.610000;8330.336642
8553.000000;10728.446034
3946.800000;6882.847782
9469.490000;9919.649339
5114.460000;9043.674708
5529.390000;7051.910875
141.880000;1796.304923
8027.000000;7508.228401
10430.050000;7773.984626
6957.820000;6615.483039
647.010000;5083.936357
9984.550000;9683.041624
21006.980000;7569.349176
9572.890000;8375.813425
300.000000;4028.498649
1595.720000;6281.614461
780.000000;8782.919746
6835.540000;6128.957506
4025.870000;7263.731042
1220.090000;6958.248315
3643.340000;8688.222308
13324.050000;8599.480408
10341.660000;8299.551972
21556.500000;9647.219567
5657.790000;6375.789016
12352.620000;8661.776936
16896.680000;10201.696706
6472.000000;8510.943843
5153.060000;5855.664125
5606.880000;8404.158493
9493.450000;8361.952122
11733.910000;10550.102302
6948.450000;8580.177252
3679.160000;7065.289723
20459.540000;9035.574650
7839.760000;7604.456160
7384.330000;4310.185921
4267.350000;7298.986149
28598.440000;7465.960371
3300.000000;5789.612618
9722.060000;9347.371767
3012.700000;7197.212084
10038.180000;9359.456402
6027.140000;7247.176012
9449.290000;7999.964506
10397.420000;7613.741292
3837.260000;9916.178727
3385.000000;8343.949200
5418.710000;6975.034924
